no_colname	no_colname	no_colname	no_colname	no_colname	no_colname
HOG4160.fa	WP_002135589.1	4.88e-24	fig|470.7268.peg.3007|	Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG4180.fa	WP_005143496.1	2.12e-129	fig|470.5054.peg.1500|BQ1898_05450|	Type IV pilus biogenesis protein PilM   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4186.fa	WP_000132219.1	1.73e-33	fig|470.6778.peg.7266|	Undecaprenyl diphosphate synthase (EC 2.5.1.31)   [Acinetobacter baumannii strain MRSN7130 | 470.6778]	VFDB
HOG4189.fa	WP_001134896.1	2.26e-07	fig|470.5054.peg.949|BQ1898_06230|	2-Amino-2-deoxy-isochorismate synthase (EC 2.6.1.86) PhzE   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4200.fa	WP_067558673.1	9.09e-07	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4201.fa	WP_067555400.1	3.83e-19	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4202.fa	WP_087621126.1	1.09e-07	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4203.fa	WP_097080464.1	4.42e-09	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4204.fa	WP_000583863.1	3.01e-12	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4205.fa	WP_097080027.1	7.97e-16	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4206.fa	WP_004926242.1	1.99e-09	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4207.fa	WP_087620260.1	2.39e-14	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4209.fa	WP_001984796.1	1.96e-34	fig|33876.3.peg.6957|	Two component system sensor histidine kinase MtrB   [Catenuloplanes japonicus strain NRRL B-16061 | 33876.3]	PATRIC
HOG4254.fa	WP_001098931.1	1.13e-08	fig|360106.6.peg.123|CFF8240_0120|VBICamFet25865_0123|	Transcriptional repressor of CmeABC operon, CmeR   [Campylobacter fetus subsp. fetus 82-40 | 360106.6]	PATRIC
HOG4255.fa	WP_004654956.1	1.03e-14	fig|69222.5.peg.249|BG55_01160|VBIErwMal37709_0249|	Transcriptional regulator of acrAB operon, AcrR   [Erwinia mallotivora strain BT-MARDI | 69222.5]	PATRIC
HOG4313.fa	WP_000594572.1	3.07e-12	fig|470.5054.peg.7085|BQ1898_00416|	General secretion pathway protein J   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4338.fa	WP_005023730.1	2.31e-118	fig|470.6998.peg.464|	Probable polysaccharide biosynthesis protein EpsC   [Acinetobacter baumannii strain MRSN7434 | 470.6998]	VFDB
HOG4422.fa	WP_001178328.1	2.82e-05	fig|470.10130.peg.7344|	iron aquisition 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58,Irp5) @ 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG4502.fa	WP_062849172.1	1.17e-09	fig|470.5054.peg.5654|BQ1898_06311|	RNA polymerase sigma factor RpoE   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4573.fa	WP_004995083.1	2.41e-21	fig|1698.4.peg.1463|	Two component system sensor histidine kinase MtrB   [Brevibacterium epidermidis strain BS258 | 1698.4]	PATRIC
HOG4617.fa	WP_045794335.1	8.99e-54	fig|470.5054.peg.1895|BQ1898_02624|	Type IV fimbriae expression regulatory protein PilR   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4624.fa	WP_004925849.1	5.81e-19	fig|470.9257.peg.3614|	ABC transporter protein IroC   [Acinetobacter baumannii strain aba_imp | 470.9257]	VFDB
HOG4655.fa	WP_004819773.1	8.13e-08	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4673.fa	WP_081399508.1	5.78e-09	fig|470.9260.peg.7626|	Type III secretion thermoregulatory protein (LcrF,VirF,transcription regulation of virulence plasmid)   [Acinetobacter baumannii strain abaGIM | 470.9260]	VFDB
HOG472.fa	WP_000806358.1	3.09e-07	fig|470.7251.peg.3998|	Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB @ Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis   [Acinetobacter baumannii strain MRSN908 | 470.7251]	VFDB
HOG473.fa	WP_004279659.1	2.01e-09	fig|470.7251.peg.3998|	Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB @ Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis   [Acinetobacter baumannii strain MRSN908 | 470.7251]	VFDB
HOG4740.fa	WP_000376614.1	0.009	fig|1120979.4.peg.1523|VBIAllOmn253975_1523|	Two component system response regulator MtrA   [Alloscardovia omnicolens DSM 21503 | 1120979.4]	PATRIC
HOG474.fa	WP_001018262.1	2.55e-98	fig|470.10130.peg.4538|	Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB @ Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG477.fa	WP_000027499.1	6.75e-30	fig|470.7268.peg.3007|	Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG478.fa	WP_000027529.1	0.002	fig|1122125.3.peg.6222|VBIInqLim274251_6222|	Transcriptional regulator of acrAB operon, AcrR   [Inquilinus limosus DSM 16000 | 1122125.3]	PATRIC
HOG47.fa	WP_001985116.1	1.50e-09	fig|470.3275.peg.3248|BS576_07910|	Tetracycline resistance, MFS efflux pump => Tet(B)   [Acinetobacter baumannii strain Ab158_GEIH-2000 | 470.3275]	VFDB
HOG4816.fa	WP_004929078.1	2.28e-10	fig|470.5054.peg.5736|BQ1898_00048|	FAD-dependent monooxygenase PhzS   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4821.fa	WP_010326615.1	4.00e-19	fig|470.10130.peg.7336|	Putative signal transducer   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG4823.fa	WP_004929194.1	4.25e-26	fig|470.5685.peg.6262|SAMEA104305377_05788|	Pyoverdine chromophore precursor synthetase PvdL @ Siderophore biosynthesis non-ribosomal peptide synthetase modules   [Acinetobacter baumannii strain 4300STDY7045877 | 470.5685]	VFDB
HOG4824.fa	WP_067552086.1	6.68e-43	fig|470.6721.peg.2346|	iron aquisition yersiniabactin synthesis enzyme (Irp2) @ Siderophore biosynthesis non-ribosomal peptide synthetase modules   [Acinetobacter baumannii strain MRSN1966 | 470.6721]	VFDB
HOG4828.fa	WP_004929236.1	0.007	fig|469595.3.peg.1122|CSAG_00258|VBICitSp98337_1122|	Transcriptional regulator of acrAB operon, AcrR   [Citrobacter sp. 30_2 | 469595.3]	PATRIC
HOG4860.fa	WP_024432738.1	8.60e-16	fig|470.6778.peg.5049|	Maltose operon transcriptional repressor MalR, LacI family   [Acinetobacter baumannii strain MRSN7130 | 470.6778]	VFDB
HOG4866.fa	WP_004930806.1	0.0	fig|470.5054.peg.3176|BQ1898_05574|	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG4869.fa	WP_000493225.1	1.15e-05	fig|470.7101.peg.3686|	Polysaccharide intercellular adhesin (PIA) biosynthesis N-glycosyltransferase IcaA (EC 2.4.-.-)   [Acinetobacter baumannii strain MRSN7593 | 470.7101]	VFDB
HOG4872.fa	WP_004819043.1	3.91e-44	fig|470.5054.peg.3164|BQ1898_05563|	GDP-mannose 6-dehydrogenase (EC 1.1.1.132)   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG492.fa	WP_000868731.1	6.62e-08	fig|1484157.3.peg.2622|	Transcriptional regulator of acrAB operon, AcrR   [Pantoea sp. PSNIH2 | 1484157.3]	PATRIC
HOG493.fa	WP_000562192.1	8.43e-08	fig|1225184.4.peg.2636|	Transcriptional regulator of acrAB operon, AcrR   [Pantoea sp. A4 | 1225184.4]	PATRIC
HOG494.fa	WP_000792951.1	0.009	fig|470.4024.peg.535|	Biofilm operon icaABCD HTH-type negative transcriptional regulator IcaR   [Acinetobacter baumannii strain AB172 | 470.4024]	VFDB
HOG495.fa	WP_002055243.1	3.92e-06	fig|1124991.3.peg.1514|MU9_1449|VBIMorMor230948_1514|	Transcriptional regulator of acrAB operon, AcrR   [Morganella morganii subsp. morganii KT | 1124991.3]	PATRIC
HOG4962.fa	WP_000088605.1	7.87e-156	fig|470.3274.peg.3104|BS570_07345|	Tetracycline resistance regulatory protein TetR   [Acinetobacter baumannii strain Ab54_GEIH-2010 | 470.3274]	VFDB
HOG496.fa	WP_009391568.1	6.94e-04	fig|1658672.3.peg.2061|ADJ79_08105|	Transcriptional regulator of acrAB operon, AcrR   [Ottowia sp. oral taxon 894 strain W10237 | 1658672.3]	PATRIC
HOG497.fa	WP_052331511.1	0.006	fig|69222.5.peg.249|BG55_01160|VBIErwMal37709_0249|	Transcriptional regulator of acrAB operon, AcrR   [Erwinia mallotivora strain BT-MARDI | 69222.5]	PATRIC
HOG498.fa	YP_004997725.1	3.78e-05	fig|470.4024.peg.535|	Biofilm operon icaABCD HTH-type negative transcriptional regulator IcaR   [Acinetobacter baumannii strain AB172 | 470.4024]	VFDB
HOG499.fa	WP_000005239.1	2.01e-06	fig|1123279.3.peg.2701|VBISpoTro266806_2701|	Transcriptional regulator of acrAB operon, AcrR   [Spongiibacter tropicus DSM 19543 | 1123279.3]	PATRIC
HOG501.fa	WP_000120692.1	3.71e-06	fig|1523424.3.peg.3451|IP80_05280|	Transcriptional regulator of acrAB operon, AcrR   [beta proteobacterium AAP65 | 1523424.3]	PATRIC
HOG5028.fa	WP_004726714.1	0.0	fig|470.3276.peg.1621|BS580_18610|	TnpA transposase   [Acinetobacter baumannii strain Ab175_GEIH-2000 | 470.3276]	VFDB
HOG502.fa	WP_000107496.1	1.32e-09	fig|527004.3.peg.1788|yrohd0001_1710|VBIYerRoh124190_1788|	Transcriptional regulator of acrAB operon, AcrR   [Yersinia rohdei ATCC 43380 | 527004.3]	PATRIC
HOG503.fa	WP_001233437.1	5.85e-07	fig|1336237.3.peg.293|VBIPseFle299018_0293|	Transcriptional regulator of acrAB operon, AcrR   [Pseudomonas flectens ATCC 12775 | 1336237.3]	PATRIC
HOG506.fa	WP_000184769.1	1.96e-05	fig|520999.6.peg.2145|PROVALCAL_02359|VBIProAlc107602_2145|	Transcriptional regulator of acrAB operon, AcrR   [Providencia alcalifaciens DSM 30120 | 520999.6]	PATRIC
HOG507.fa	WP_000826320.1	2.37e-06	fig|61647.10.peg.4549|	Transcriptional regulator of acrAB operon, AcrR   [Pluralibacter gergoviae FB2 | 61647.10]	PATRIC
HOG5089.fa	WP_000993245.1	2.35e-30	fig|470.3344.peg.3217|B4R42_05650|	Tn21 protein of unknown function Urf2   [Acinetobacter baumannii strain ABUH343 | 470.3344]	VFDB
HOG510.fa	WP_001185661.1	2.30e-06	fig|470.6998.peg.2425|	Biofilm operon icaABCD HTH-type negative transcriptional regulator IcaR   [Acinetobacter baumannii strain MRSN7434 | 470.6998]	VFDB
HOG511.fa	WP_001133099.1	3.34e-05	fig|470.4024.peg.535|	Biofilm operon icaABCD HTH-type negative transcriptional regulator IcaR   [Acinetobacter baumannii strain AB172 | 470.4024]	VFDB
HOG512.fa	WP_000037059.1	5.57e-05	fig|1121402.3.peg.2844|	Transcriptional regulator of acrAB operon, AcrR   [Desulfobulbus elongatus DSM 2908 | 1121402.3]	PATRIC
HOG5138.fa	WP_002001451.1	7.71e-62	fig|470.3534.peg.3428|	Mobile element protein   [Acinetobacter baumannii strain AC13M | 470.3534]	VFDB
HOG5139.fa	WP_001261740.1	0.0	fig|470.3365.peg.2854|BFX37_18055|	Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)   [Acinetobacter baumannii strain 428 | 470.3365]	VFDB
HOG514.fa	WP_000338063.1	5.33e-07	fig|470.6998.peg.2425|	Biofilm operon icaABCD HTH-type negative transcriptional regulator IcaR   [Acinetobacter baumannii strain MRSN7434 | 470.6998]	VFDB
HOG5165.fa	WP_002021926.1	1.08e-34	fig|470.3353.peg.4142|B7L46_00995|	Integron integrase IntI1   [Acinetobacter baumannii strain HWBA8 | 470.3353]	VFDB
HOG5210.fa	WP_000166093.1	9.84e-44	fig|470.5054.peg.5725|BQ1898_00037|	2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [pyochelin] siderophore @ 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG5264.fa	WP_005194484.1	7.52e-110	fig|470.6998.peg.462|	Capsular polysaccharide synthesis enzyme Cap5F   [Acinetobacter baumannii strain MRSN7434 | 470.6998]	VFDB
HOG5304.fa	WP_039620514.1	1.19e-28	fig|470.6998.peg.456|	Capsular polysaccharide synthesis enzyme Cap5L   [Acinetobacter baumannii strain MRSN7434 | 470.6998]	VFDB
HOG5309.fa	WP_000367413.1	1.67e-04	fig|470.5444.peg.3031|D3X28_14375|	Catalase KatE (EC 1.11.1.6)   [Acinetobacter baumannii strain MC89 | 470.5444]	VFDB
HOG5351.fa	WP_000124735.1	6.75e-10	fig|470.7268.peg.7479|	Type 1 fimbriae regulatory protein FimB   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG5385.fa	WP_000251875.1	1.76e-04	fig|48296.127.peg.2493|BFR92_11805|	Phosphomannomutase (EC 5.4.2.8) => Colanic acid   [Acinetobacter pittii strain UKK-0547 | 48296.127]	VFDB
HOG5393.fa	WP_000312034.1	4.20e-04	fig|470.5622.peg.8160|SAMEA104305299_03202|	ABC transporter, ATP-binding protein   [Acinetobacter baumannii strain 4300STDY7045804 | 470.5622]	VFDB
HOG543.fa	WP_000151613.1	1.68e-107	fig|470.7101.peg.3686|	Polysaccharide intercellular adhesin (PIA) biosynthesis N-glycosyltransferase IcaA (EC 2.4.-.-)   [Acinetobacter baumannii strain MRSN7593 | 470.7101]	VFDB
HOG5446.fa	WP_023014221.1	1.05e-05	fig|470.6778.peg.4906|	hypothetical protein   [Acinetobacter baumannii strain MRSN7130 | 470.6778]	VFDB
HOG544.fa	WP_000035257.1	2.98e-28	fig|470.7101.peg.3686|	Polysaccharide intercellular adhesin (PIA) biosynthesis N-glycosyltransferase IcaA (EC 2.4.-.-)   [Acinetobacter baumannii strain MRSN7593 | 470.7101]	VFDB
HOG545.fa	WP_000866237.1	5.77e-102	fig|470.7101.peg.3686|	Polysaccharide intercellular adhesin (PIA) biosynthesis N-glycosyltransferase IcaA (EC 2.4.-.-)   [Acinetobacter baumannii strain MRSN7593 | 470.7101]	VFDB
HOG547.fa	WP_000035926.1	1.92e-25	fig|470.9257.peg.3611|	Periplasmic esterase IroE   [Acinetobacter baumannii strain aba_imp | 470.9257]	VFDB
HOG5481.fa	WP_005006225.1	8.66e-07	fig|470.3482.peg.2477|CAS84_19665|	Integron integrase IntI1   [Acinetobacter baumannii strain ARLG1314 | 470.3482]	VFDB
HOG5558.fa	WP_002001078.1	3.47e-99	fig|470.3274.peg.3105|BS570_07350|	Transcriptional regulator, ArsR family   [Acinetobacter baumannii strain Ab54_GEIH-2010 | 470.3274]	VFDB
HOG557.fa	WP_000032771.1	1.85e-05	fig|1353941.3.peg.486|	Catalase KatE (EC 1.11.1.6)   [Acinetobacter harbinensis HITLi 7 | 1353941.3]	VFDB
HOG5591.fa	WP_081398895.1	1.73e-50	fig|470.3366.peg.1457|	Integron integrase IntI1   [Acinetobacter baumannii strain 314 | 470.3366]	VFDB
HOG5601.fa	WP_000011808.1	6.18e-84	fig|470.9210.peg.3632|	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronic acid acetyltransferase (EC 2.3.1.201)   [Acinetobacter baumannii strain 20823 | 470.9210]	VFDB
HOG5603.fa	WP_005049228.1	0.007	fig|470.9210.peg.3632|	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronic acid acetyltransferase (EC 2.3.1.201)   [Acinetobacter baumannii strain 20823 | 470.9210]	VFDB
HOG5604.fa	WP_092617631.1	2.68e-09	fig|470.9210.peg.3632|	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronic acid acetyltransferase (EC 2.3.1.201)   [Acinetobacter baumannii strain 20823 | 470.9210]	VFDB
HOG5606.fa	WP_061398214.1	2.17e-11	fig|470.9210.peg.3632|	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronic acid acetyltransferase (EC 2.3.1.201)   [Acinetobacter baumannii strain 20823 | 470.9210]	VFDB
HOG5641.fa	WP_005029536.1	2.30e-10	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG5660.fa	WP_079282578.1	2.09e-17	fig|470.5054.peg.664|BQ1898_05291|	Transcriptional regulator, AraC family   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG5719.fa	WP_004891996.1	1.61e-10	fig|1235834.3.peg.4460|VBIEntClo262727_4460|	Transcriptional regulator of acrAB operon, AcrR   [Enterobacter cloacae subsp. dissolvens SP1 | 1235834.3]	PATRIC
HOG5775.fa	WP_004823679.1	1.80e-46	fig|504474.4.peg.483|cur_0480|VBICorUre58120_0483|	Two component system response regulator MtrA   [Corynebacterium urealyticum DSM 7109 | 504474.4]	PATRIC
HOG5832.fa	WP_004865219.1	0.004	fig|470.9259.peg.2302|	Transcriptional regulator CsgD for 2nd curli operon   [Acinetobacter baumannii strain aba45acb | 470.9259]	VFDB
HOG5835.fa	WP_004659499.1	3.40e-04	fig|470.6992.peg.4796|	Enterobactin synthetase component F, serine activating enzyme (EC 2.7.7.-)   [Acinetobacter baumannii strain MRSN7418 | 470.6992]	VFDB
HOG5882.fa	WP_089604001.1	4.68e-05	fig|470.6998.peg.464|	Probable polysaccharide biosynthesis protein EpsC   [Acinetobacter baumannii strain MRSN7434 | 470.6998]	VFDB
HOG5887.fa	WP_016165572.1	7.51e-12	fig|291112.3.peg.3813|PAU_03397|VBIPhoAsy71438_3813|	Transcriptional regulator of acrAB operon, AcrR   [Photorhabdus asymbiotica strain ATCC 43949 | 291112.3]	PATRIC
HOG5932.fa	WP_004854792.1	2.04e-08	fig|470.5054.peg.5122|BQ1898_05841|	Putative outer membrane protein   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG599.fa	WP_000527022.1	1.84e-10	fig|470.9257.peg.5101|	TonB-dependent hemin, ferrichrome receptor   [Acinetobacter baumannii strain aba_imp | 470.9257]	VFDB
HOG600.fa	WP_000055235.1	3.68e-06	fig|470.9257.peg.5101|	TonB-dependent hemin, ferrichrome receptor   [Acinetobacter baumannii strain aba_imp | 470.9257]	VFDB
HOG601.fa	WP_005143404.1	9.91e-24	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG6020.fa	WP_004818708.1	1.34e-05	fig|1354267.3.peg.1224|M992_1210|	Transcriptional regulator of acrAB operon, AcrR   [Moellerella wisconsensis ATCC 35017 | 1354267.3]	PATRIC
HOG602.fa	WP_001216141.1	1.56e-19	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG604.fa	WP_004808392.1	3.40e-27	fig|470.9257.peg.5101|	TonB-dependent hemin, ferrichrome receptor   [Acinetobacter baumannii strain aba_imp | 470.9257]	VFDB
HOG605.fa	WP_000546108.1	2.40e-17	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG606.fa	WP_058869483.1	7.36e-31	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG607.fa	WP_081408627.1	2.79e-25	fig|470.9257.peg.5101|	TonB-dependent hemin, ferrichrome receptor   [Acinetobacter baumannii strain aba_imp | 470.9257]	VFDB
HOG608.fa	WP_017392749.1	3.26e-59	fig|470.7268.peg.3013|	TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG6116.fa	WP_004662857.1	1.12e-09	fig|1044999.3.peg.3283|ETR_14521|VBIErwTra207570_3283|	Transcriptional regulator of acrAB operon, AcrR   [Erwinia tracheiphila PSU-1 | 1044999.3]	PATRIC
HOG612.fa	WP_049174182.1	1.54e-13	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG613.fa	WP_081402425.1	2.12e-25	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG614.fa	WP_004998635.1	1.68e-26	fig|470.10130.peg.7345|	iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG615.fa	WP_081402719.1	5.00e-17	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG616.fa	WP_016163691.1	1.31e-09	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG617.fa	WP_023273119.1	5.01e-35	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG618.fa	WP_016541805.1	1.69e-27	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG619.fa	WP_087620258.1	1.07e-07	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG620.fa	WP_001073039.1	3.30e-16	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG624.fa	WP_016655118.1	1.09e-12	fig|470.10130.peg.7345|	iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG6256.fa	WP_005048232.1	1.93e-14	fig|470.5054.peg.1504|BQ1898_05454|	Type IV pilus biogenesis protein PilQ   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG625.fa	WP_000044170.1	0.0	fig|470.7268.peg.3013|	TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG626.fa	WP_070070082.1	5.01e-18	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG628.fa	WP_001984799.1	7.43e-10	fig|470.10130.peg.7345|	iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG6292.fa	WP_034171165.1	0.008	fig|1219383.3.peg.1508|SAMN05421733_10550|	Twitching motility protein PilT   [Acinetobacter boissieri strain ANC 4422 | 1219383.3]	VFDB
HOG630.fa	WP_016168231.1	1.49e-51	fig|470.7268.peg.3013|	TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG631.fa	WP_000194063.1	1.34e-36	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG632.fa	WP_005231480.1	1.92e-84	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG633.fa	WP_001984473.1	4.31e-11	fig|470.9257.peg.5101|	TonB-dependent hemin, ferrichrome receptor   [Acinetobacter baumannii strain aba_imp | 470.9257]	VFDB
HOG6340.fa	WP_007482711.1	3.77e-36	fig|470.6998.peg.4699|	Sphingomyelinase (EC 3.1.4.12)   [Acinetobacter baumannii strain MRSN7434 | 470.6998]	VFDB
HOG635.fa	WP_087621357.1	2.35e-67	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG636.fa	WP_097078358.1	3.99e-12	fig|470.9257.peg.5101|	TonB-dependent hemin, ferrichrome receptor   [Acinetobacter baumannii strain aba_imp | 470.9257]	VFDB
HOG6373.fa	WP_081399928.1	0.002	fig|470.6998.peg.296|	Lipase precursor (EC 3.1.1.3)   [Acinetobacter baumannii strain MRSN7434 | 470.6998]	VFDB
HOG6377.fa	WP_004780403.1	5.90e-14	fig|470.5054.peg.5723|BQ1898_00035|	Isochorismate pyruvate-lyase (EC 4.2.99.21) [pyochelin] siderophore @ Isochorismate pyruvate-lyase (EC 4.2.99.21) of siderophore biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
